parent_type,parent_documentId,relation,db_count,rendered_count,pass
hotel,rv3gyw02f35a4hofvyr7no2s,banquets (hotel root),4,4,true
hotel,rv3gyw02f35a4hofvyr7no2s,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,glejblzsz4kwa25vs0f9h4bn,rooms (listing page),5,0,false
hotel,glejblzsz4kwa25vs0f9h4bn,rooms (hotel root),5,0,false
hotel,glejblzsz4kwa25vs0f9h4bn,dinings (listing page),2,2,true
hotel,glejblzsz4kwa25vs0f9h4bn,dinings (hotel root),2,0,false
hotel,glejblzsz4kwa25vs0f9h4bn,banquets (listing page),10,10,true
hotel,glejblzsz4kwa25vs0f9h4bn,banquets (hotel root),10,10,true
hotel,glejblzsz4kwa25vs0f9h4bn,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,eabvldp442te264l6uqzcc01,rooms (listing page),4,0,false
hotel,eabvldp442te264l6uqzcc01,rooms (hotel root),4,0,false
hotel,eabvldp442te264l6uqzcc01,dinings (listing page),2,2,true
hotel,eabvldp442te264l6uqzcc01,dinings (hotel root),2,0,false
hotel,eabvldp442te264l6uqzcc01,"hotel_galleries (gallery page, capped at 48)",1,2,true
hotel,h8vbecw43qgvtaieaq4dp8ev,rooms (listing page),5,0,false
hotel,h8vbecw43qgvtaieaq4dp8ev,rooms (hotel root),5,0,false
hotel,h8vbecw43qgvtaieaq4dp8ev,dinings (listing page),3,3,true
hotel,h8vbecw43qgvtaieaq4dp8ev,dinings (hotel root),3,0,false
hotel,h8vbecw43qgvtaieaq4dp8ev,attractions (listing page),1,1,true
hotel,h8vbecw43qgvtaieaq4dp8ev,"hotel_galleries (gallery page, capped at 48)",1,2,true
hotel,de3w9emq8p80n6tcxzdhishw,rooms (listing page),2,0,false
hotel,de3w9emq8p80n6tcxzdhishw,rooms (hotel root),2,0,false
hotel,de3w9emq8p80n6tcxzdhishw,dinings (listing page),1,1,true
hotel,de3w9emq8p80n6tcxzdhishw,dinings (hotel root),1,0,false
hotel,de3w9emq8p80n6tcxzdhishw,banquets (listing page),2,2,true
hotel,de3w9emq8p80n6tcxzdhishw,banquets (hotel root),2,2,true
hotel,de3w9emq8p80n6tcxzdhishw,attractions (listing page),1,1,true
hotel,de3w9emq8p80n6tcxzdhishw,"hotel_galleries (gallery page, capped at 48)",1,2,true
hotel,wvfdxegmsefrcqnkv0wlk1g2,rooms (listing page),2,0,false
hotel,wvfdxegmsefrcqnkv0wlk1g2,rooms (hotel root),2,0,false
hotel,wvfdxegmsefrcqnkv0wlk1g2,dinings (listing page),1,1,true
hotel,wvfdxegmsefrcqnkv0wlk1g2,dinings (hotel root),1,0,false
hotel,wvfdxegmsefrcqnkv0wlk1g2,banquets (listing page),1,1,true
hotel,wvfdxegmsefrcqnkv0wlk1g2,banquets (hotel root),1,1,true
hotel,wvfdxegmsefrcqnkv0wlk1g2,attractions (listing page),1,1,true
hotel,wvfdxegmsefrcqnkv0wlk1g2,"hotel_galleries (gallery page, capped at 48)",1,2,true
hotel,rrp79c5xowigpxuvth1pymtz,rooms (listing page),5,0,false
hotel,rrp79c5xowigpxuvth1pymtz,rooms (hotel root),5,0,false
hotel,rrp79c5xowigpxuvth1pymtz,dinings (listing page),1,1,true
hotel,rrp79c5xowigpxuvth1pymtz,dinings (hotel root),1,0,false
hotel,rrp79c5xowigpxuvth1pymtz,banquets (listing page),3,3,true
hotel,rrp79c5xowigpxuvth1pymtz,banquets (hotel root),3,3,true
hotel,rrp79c5xowigpxuvth1pymtz,"hotel_galleries (gallery page, capped at 48)",1,2,true
hotel,l00w2hfl8p99urg4isa14iv0,rooms (listing page),2,0,false
hotel,l00w2hfl8p99urg4isa14iv0,rooms (hotel root),2,0,false
hotel,l00w2hfl8p99urg4isa14iv0,dinings (listing page),2,2,true
hotel,l00w2hfl8p99urg4isa14iv0,dinings (hotel root),2,0,false
hotel,l00w2hfl8p99urg4isa14iv0,attractions (listing page),1,1,true
hotel,l00w2hfl8p99urg4isa14iv0,offers (hotel root),1,1,true
hotel,l00w2hfl8p99urg4isa14iv0,"hotel_galleries (gallery page, capped at 48)",1,2,true
hotel,a0olawjkl11bho3oq692bs43,rooms (listing page),6,0,false
hotel,a0olawjkl11bho3oq692bs43,rooms (hotel root),6,0,false
hotel,a0olawjkl11bho3oq692bs43,dinings (listing page),3,3,true
hotel,a0olawjkl11bho3oq692bs43,dinings (hotel root),3,0,false
hotel,a0olawjkl11bho3oq692bs43,banquets (listing page),5,5,true
hotel,a0olawjkl11bho3oq692bs43,banquets (hotel root),5,5,true
hotel,a0olawjkl11bho3oq692bs43,"hotel_galleries (gallery page, capped at 48)",1,2,true
hotel,cb9t2cns47wpg0h5sun5zehk,rooms (listing page),4,0,false
hotel,cb9t2cns47wpg0h5sun5zehk,rooms (hotel root),4,0,false
hotel,cb9t2cns47wpg0h5sun5zehk,dinings (listing page),2,2,true
hotel,cb9t2cns47wpg0h5sun5zehk,dinings (hotel root),2,0,false
hotel,cb9t2cns47wpg0h5sun5zehk,banquets (listing page),5,5,true
hotel,cb9t2cns47wpg0h5sun5zehk,banquets (hotel root),5,5,true
hotel,cb9t2cns47wpg0h5sun5zehk,"hotel_galleries (gallery page, capped at 48)",1,2,true
hotel,bg7b0me5wfypkbah8oyjldzn,rooms (listing page),3,0,false
hotel,bg7b0me5wfypkbah8oyjldzn,rooms (hotel root),3,0,false
hotel,bg7b0me5wfypkbah8oyjldzn,dinings (listing page),1,1,true
hotel,bg7b0me5wfypkbah8oyjldzn,dinings (hotel root),1,0,false
hotel,bg7b0me5wfypkbah8oyjldzn,banquets (listing page),1,1,true
hotel,bg7b0me5wfypkbah8oyjldzn,banquets (hotel root),1,1,true
hotel,bg7b0me5wfypkbah8oyjldzn,attractions (listing page),1,1,true
hotel,bg7b0me5wfypkbah8oyjldzn,offers (hotel root),1,1,true
hotel,bg7b0me5wfypkbah8oyjldzn,"hotel_galleries (gallery page, capped at 48)",1,2,true
hotel,utx6f0169wb4zw8bciv92u9x,rooms (listing page),5,0,false
hotel,utx6f0169wb4zw8bciv92u9x,rooms (hotel root),5,0,false
hotel,utx6f0169wb4zw8bciv92u9x,dinings (listing page),1,1,true
hotel,utx6f0169wb4zw8bciv92u9x,dinings (hotel root),1,0,false
hotel,utx6f0169wb4zw8bciv92u9x,"hotel_galleries (gallery page, capped at 48)",1,2,true
hotel,f49yr9el4hyp8wm0mwz619fq,rooms (listing page),5,0,false
hotel,f49yr9el4hyp8wm0mwz619fq,rooms (hotel root),5,0,false
hotel,f49yr9el4hyp8wm0mwz619fq,dinings (listing page),2,2,true
hotel,f49yr9el4hyp8wm0mwz619fq,dinings (hotel root),2,0,false
hotel,f49yr9el4hyp8wm0mwz619fq,banquets (listing page),2,2,true
hotel,f49yr9el4hyp8wm0mwz619fq,banquets (hotel root),2,2,true
hotel,f49yr9el4hyp8wm0mwz619fq,offers (hotel root),1,1,true
hotel,f49yr9el4hyp8wm0mwz619fq,"hotel_galleries (gallery page, capped at 48)",1,2,true
hotel,rre6ugf4nom5jgnyaksyrbte,rooms (listing page),4,0,false
hotel,rre6ugf4nom5jgnyaksyrbte,rooms (hotel root),4,0,false
hotel,rre6ugf4nom5jgnyaksyrbte,dinings (listing page),2,2,true
hotel,rre6ugf4nom5jgnyaksyrbte,dinings (hotel root),2,0,false
hotel,rre6ugf4nom5jgnyaksyrbte,attractions (listing page),1,1,true
hotel,rre6ugf4nom5jgnyaksyrbte,offers (hotel root),1,1,true
hotel,rre6ugf4nom5jgnyaksyrbte,"hotel_galleries (gallery page, capped at 48)",1,2,true
hotel,arnplnbalzptqjyw3jcfhbaq,rooms (listing page),5,0,false
hotel,arnplnbalzptqjyw3jcfhbaq,rooms (hotel root),5,0,false
hotel,arnplnbalzptqjyw3jcfhbaq,dinings (listing page),1,1,true
hotel,arnplnbalzptqjyw3jcfhbaq,dinings (hotel root),1,0,false
hotel,arnplnbalzptqjyw3jcfhbaq,"hotel_galleries (gallery page, capped at 48)",1,2,true
hotel,yguny2p9yh5zqh29nvfoqvyl,rooms (listing page),5,0,false
hotel,yguny2p9yh5zqh29nvfoqvyl,rooms (hotel root),5,0,false
hotel,yguny2p9yh5zqh29nvfoqvyl,dinings (listing page),1,1,true
hotel,yguny2p9yh5zqh29nvfoqvyl,dinings (hotel root),1,0,false
hotel,yguny2p9yh5zqh29nvfoqvyl,attractions (listing page),1,1,true
hotel,yguny2p9yh5zqh29nvfoqvyl,"hotel_galleries (gallery page, capped at 48)",1,2,true
hotel,rygi0vqbp5opssa7p5vpfbs2,rooms (listing page),3,0,false
hotel,rygi0vqbp5opssa7p5vpfbs2,rooms (hotel root),3,0,false
hotel,rygi0vqbp5opssa7p5vpfbs2,dinings (listing page),1,1,true
hotel,rygi0vqbp5opssa7p5vpfbs2,dinings (hotel root),1,0,false
hotel,rygi0vqbp5opssa7p5vpfbs2,attractions (listing page),1,1,true
hotel,rygi0vqbp5opssa7p5vpfbs2,offers (hotel root),1,1,true
hotel,rygi0vqbp5opssa7p5vpfbs2,"hotel_galleries (gallery page, capped at 48)",1,2,true
hotel,llshsw5zsai8ap90e9ty762k,rooms (listing page),4,0,false
hotel,llshsw5zsai8ap90e9ty762k,rooms (hotel root),4,0,false
hotel,llshsw5zsai8ap90e9ty762k,"hotel_galleries (gallery page, capped at 48)",1,2,true
hotel,mtpj0l8nrlrjwvhgkri3brfw,rooms (listing page),6,0,false
hotel,mtpj0l8nrlrjwvhgkri3brfw,rooms (hotel root),6,0,false
hotel,mtpj0l8nrlrjwvhgkri3brfw,dinings (listing page),2,2,true
hotel,mtpj0l8nrlrjwvhgkri3brfw,dinings (hotel root),2,0,false
hotel,mtpj0l8nrlrjwvhgkri3brfw,attractions (listing page),1,1,true
hotel,mtpj0l8nrlrjwvhgkri3brfw,offers (hotel root),1,1,true
hotel,mtpj0l8nrlrjwvhgkri3brfw,"hotel_galleries (gallery page, capped at 48)",1,2,true
hotel,mpd0qk2ccww22xrhklqfiq92,rooms (listing page),3,0,false
hotel,mpd0qk2ccww22xrhklqfiq92,rooms (hotel root),3,0,false
hotel,mpd0qk2ccww22xrhklqfiq92,dinings (listing page),2,2,true
hotel,mpd0qk2ccww22xrhklqfiq92,dinings (hotel root),2,0,false
hotel,mpd0qk2ccww22xrhklqfiq92,banquets (listing page),3,3,true
hotel,mpd0qk2ccww22xrhklqfiq92,banquets (hotel root),3,3,true
hotel,mpd0qk2ccww22xrhklqfiq92,"hotel_galleries (gallery page, capped at 48)",1,2,true
hotel,q7ha9n4x1s8jcrgz1btra8i4,rooms (listing page),6,0,false
hotel,q7ha9n4x1s8jcrgz1btra8i4,rooms (hotel root),6,0,false
hotel,q7ha9n4x1s8jcrgz1btra8i4,dinings (listing page),3,3,true
hotel,q7ha9n4x1s8jcrgz1btra8i4,dinings (hotel root),3,0,false
hotel,q7ha9n4x1s8jcrgz1btra8i4,"hotel_galleries (gallery page, capped at 48)",1,2,true
hotel,q50xom97u7k70gcrlkjyhuj2,rooms (listing page),3,0,false
hotel,q50xom97u7k70gcrlkjyhuj2,rooms (hotel root),3,0,false
hotel,q50xom97u7k70gcrlkjyhuj2,dinings (listing page),2,2,true
hotel,q50xom97u7k70gcrlkjyhuj2,dinings (hotel root),2,0,false
hotel,q50xom97u7k70gcrlkjyhuj2,banquets (listing page),1,1,true
hotel,q50xom97u7k70gcrlkjyhuj2,banquets (hotel root),1,1,true
hotel,q50xom97u7k70gcrlkjyhuj2,attractions (listing page),1,1,true
hotel,q50xom97u7k70gcrlkjyhuj2,offers (hotel root),1,1,true
hotel,q50xom97u7k70gcrlkjyhuj2,"hotel_galleries (gallery page, capped at 48)",1,2,true
hotel,l29ccsfyjm041637w1sssg3e,rooms (listing page),8,0,false
hotel,l29ccsfyjm041637w1sssg3e,rooms (hotel root),8,0,false
hotel,l29ccsfyjm041637w1sssg3e,dinings (listing page),1,1,true
hotel,l29ccsfyjm041637w1sssg3e,dinings (hotel root),1,0,false
hotel,l29ccsfyjm041637w1sssg3e,banquets (listing page),3,3,true
hotel,l29ccsfyjm041637w1sssg3e,banquets (hotel root),3,3,true
hotel,l29ccsfyjm041637w1sssg3e,"hotel_galleries (gallery page, capped at 48)",1,2,true
hotel,qt7r4ao6fwnzqt838fuj4l4c,rooms (listing page),6,0,false
hotel,qt7r4ao6fwnzqt838fuj4l4c,rooms (hotel root),6,0,false
hotel,qt7r4ao6fwnzqt838fuj4l4c,dinings (listing page),2,2,true
hotel,qt7r4ao6fwnzqt838fuj4l4c,dinings (hotel root),2,0,false
hotel,qt7r4ao6fwnzqt838fuj4l4c,banquets (listing page),3,3,true
hotel,qt7r4ao6fwnzqt838fuj4l4c,banquets (hotel root),3,3,true
hotel,qt7r4ao6fwnzqt838fuj4l4c,"hotel_galleries (gallery page, capped at 48)",1,2,true
hotel,vdqj0qajfbxhnsoguhgkjezr,rooms (listing page),3,0,false
hotel,vdqj0qajfbxhnsoguhgkjezr,rooms (hotel root),3,0,false
hotel,vdqj0qajfbxhnsoguhgkjezr,dinings (listing page),3,3,true
hotel,vdqj0qajfbxhnsoguhgkjezr,dinings (hotel root),3,0,false
hotel,vdqj0qajfbxhnsoguhgkjezr,attractions (listing page),1,1,true
hotel,vdqj0qajfbxhnsoguhgkjezr,offers (hotel root),2,2,true
hotel,vdqj0qajfbxhnsoguhgkjezr,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,tyghvr1m6xufwzv90ecxv9f9,rooms (listing page),5,0,false
hotel,tyghvr1m6xufwzv90ecxv9f9,rooms (hotel root),5,0,false
hotel,tyghvr1m6xufwzv90ecxv9f9,dinings (listing page),1,1,true
hotel,tyghvr1m6xufwzv90ecxv9f9,dinings (hotel root),1,0,false
hotel,tyghvr1m6xufwzv90ecxv9f9,banquets (listing page),1,1,true
hotel,tyghvr1m6xufwzv90ecxv9f9,banquets (hotel root),1,1,true
hotel,tyghvr1m6xufwzv90ecxv9f9,"hotel_galleries (gallery page, capped at 48)",1,2,true
hotel,xji3gdmxeh6ziosixs2ab8t0,rooms (listing page),7,0,false
hotel,xji3gdmxeh6ziosixs2ab8t0,rooms (hotel root),7,0,false
hotel,xji3gdmxeh6ziosixs2ab8t0,dinings (listing page),2,2,true
hotel,xji3gdmxeh6ziosixs2ab8t0,dinings (hotel root),2,0,false
hotel,xji3gdmxeh6ziosixs2ab8t0,banquets (listing page),3,3,true
hotel,xji3gdmxeh6ziosixs2ab8t0,banquets (hotel root),3,3,true
hotel,xji3gdmxeh6ziosixs2ab8t0,"hotel_galleries (gallery page, capped at 48)",4,5,true
hotel,yeyd4tcv5dz9nq4qc6mozjc7,rooms (listing page),5,0,false
hotel,yeyd4tcv5dz9nq4qc6mozjc7,rooms (hotel root),5,0,false
hotel,yeyd4tcv5dz9nq4qc6mozjc7,dinings (listing page),6,6,true
hotel,yeyd4tcv5dz9nq4qc6mozjc7,dinings (hotel root),6,0,false
hotel,yeyd4tcv5dz9nq4qc6mozjc7,banquets (listing page),7,7,true
hotel,yeyd4tcv5dz9nq4qc6mozjc7,banquets (hotel root),7,7,true
hotel,yeyd4tcv5dz9nq4qc6mozjc7,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,zsf47aenm1mc810vpi3c9fsl,rooms (listing page),4,0,false
hotel,zsf47aenm1mc810vpi3c9fsl,rooms (hotel root),4,0,false
hotel,zsf47aenm1mc810vpi3c9fsl,dinings (listing page),2,2,true
hotel,zsf47aenm1mc810vpi3c9fsl,dinings (hotel root),2,0,false
hotel,zsf47aenm1mc810vpi3c9fsl,attractions (listing page),1,1,true
hotel,zsf47aenm1mc810vpi3c9fsl,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,qyepag2vwhs0m9mfl9ggha23,rooms (listing page),6,0,false
hotel,qyepag2vwhs0m9mfl9ggha23,rooms (hotel root),6,0,false
hotel,qyepag2vwhs0m9mfl9ggha23,dinings (listing page),1,1,true
hotel,qyepag2vwhs0m9mfl9ggha23,dinings (hotel root),1,0,false
hotel,qyepag2vwhs0m9mfl9ggha23,banquets (listing page),6,6,true
hotel,qyepag2vwhs0m9mfl9ggha23,banquets (hotel root),6,6,true
hotel,qyepag2vwhs0m9mfl9ggha23,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,wdwr9na3dtnngunn8nn2r31v,rooms (listing page),5,0,false
hotel,wdwr9na3dtnngunn8nn2r31v,rooms (hotel root),5,0,false
hotel,wdwr9na3dtnngunn8nn2r31v,dinings (listing page),3,3,true
hotel,wdwr9na3dtnngunn8nn2r31v,dinings (hotel root),3,0,false
hotel,wdwr9na3dtnngunn8nn2r31v,banquets (listing page),1,1,true
hotel,wdwr9na3dtnngunn8nn2r31v,banquets (hotel root),1,1,true
hotel,wdwr9na3dtnngunn8nn2r31v,attractions (listing page),1,1,true
hotel,wdwr9na3dtnngunn8nn2r31v,offers (hotel root),1,1,true
hotel,wdwr9na3dtnngunn8nn2r31v,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,iai2tjski38mzismfohs5gy7,rooms (listing page),6,0,false
hotel,iai2tjski38mzismfohs5gy7,rooms (hotel root),6,0,false
hotel,iai2tjski38mzismfohs5gy7,dinings (listing page),2,2,true
hotel,iai2tjski38mzismfohs5gy7,dinings (hotel root),2,0,false
hotel,iai2tjski38mzismfohs5gy7,banquets (listing page),4,4,true
hotel,iai2tjski38mzismfohs5gy7,banquets (hotel root),4,4,true
hotel,iai2tjski38mzismfohs5gy7,offers (hotel root),1,1,true
hotel,iai2tjski38mzismfohs5gy7,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,yuscko7rq2l1rzz4duy1e44s,rooms (listing page),3,0,false
hotel,yuscko7rq2l1rzz4duy1e44s,rooms (hotel root),3,0,false
hotel,yuscko7rq2l1rzz4duy1e44s,dinings (listing page),1,1,true
hotel,yuscko7rq2l1rzz4duy1e44s,dinings (hotel root),1,0,false
hotel,yuscko7rq2l1rzz4duy1e44s,banquets (listing page),1,1,true
hotel,yuscko7rq2l1rzz4duy1e44s,banquets (hotel root),1,1,true
hotel,yuscko7rq2l1rzz4duy1e44s,offers (hotel root),2,2,true
hotel,yuscko7rq2l1rzz4duy1e44s,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,vmsu2hjxtzi8g2gr5px9h69g,rooms (listing page),5,0,false
hotel,vmsu2hjxtzi8g2gr5px9h69g,rooms (hotel root),5,0,false
hotel,vmsu2hjxtzi8g2gr5px9h69g,dinings (listing page),2,2,true
hotel,vmsu2hjxtzi8g2gr5px9h69g,dinings (hotel root),2,0,false
hotel,vmsu2hjxtzi8g2gr5px9h69g,banquets (listing page),1,1,true
hotel,vmsu2hjxtzi8g2gr5px9h69g,banquets (hotel root),1,1,true
hotel,vmsu2hjxtzi8g2gr5px9h69g,attractions (listing page),1,1,true
hotel,vmsu2hjxtzi8g2gr5px9h69g,offers (hotel root),1,1,true
hotel,vmsu2hjxtzi8g2gr5px9h69g,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,z5tyyl7sg79gpz8rbma5pfcl,rooms (listing page),2,0,false
hotel,z5tyyl7sg79gpz8rbma5pfcl,rooms (hotel root),2,0,false
hotel,z5tyyl7sg79gpz8rbma5pfcl,dinings (listing page),1,1,true
hotel,z5tyyl7sg79gpz8rbma5pfcl,dinings (hotel root),1,0,false
hotel,z5tyyl7sg79gpz8rbma5pfcl,attractions (listing page),1,1,true
hotel,z5tyyl7sg79gpz8rbma5pfcl,offers (hotel root),1,1,true
hotel,z5tyyl7sg79gpz8rbma5pfcl,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,ycp1hc8rc6v0fmdjmv0m7ssl,rooms (listing page),4,0,false
hotel,ycp1hc8rc6v0fmdjmv0m7ssl,rooms (hotel root),4,0,false
hotel,ycp1hc8rc6v0fmdjmv0m7ssl,dinings (listing page),2,2,true
hotel,ycp1hc8rc6v0fmdjmv0m7ssl,dinings (hotel root),2,0,false
hotel,ycp1hc8rc6v0fmdjmv0m7ssl,banquets (listing page),1,1,true
hotel,ycp1hc8rc6v0fmdjmv0m7ssl,banquets (hotel root),1,1,true
hotel,ycp1hc8rc6v0fmdjmv0m7ssl,attractions (listing page),1,1,true
hotel,ycp1hc8rc6v0fmdjmv0m7ssl,offers (hotel root),1,1,true
hotel,ycp1hc8rc6v0fmdjmv0m7ssl,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,wh66kzx9qnxpgnsk6okst09m,rooms (listing page),4,0,false
hotel,wh66kzx9qnxpgnsk6okst09m,rooms (hotel root),4,0,false
hotel,wh66kzx9qnxpgnsk6okst09m,dinings (listing page),3,3,true
hotel,wh66kzx9qnxpgnsk6okst09m,dinings (hotel root),3,0,false
hotel,wh66kzx9qnxpgnsk6okst09m,attractions (listing page),1,1,true
hotel,wh66kzx9qnxpgnsk6okst09m,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,m2ooofx864jahbhmgq6mvsqj,rooms (listing page),3,0,false
hotel,m2ooofx864jahbhmgq6mvsqj,rooms (hotel root),3,0,false
hotel,m2ooofx864jahbhmgq6mvsqj,dinings (listing page),3,3,true
hotel,m2ooofx864jahbhmgq6mvsqj,dinings (hotel root),3,0,false
hotel,m2ooofx864jahbhmgq6mvsqj,banquets (listing page),1,1,true
hotel,m2ooofx864jahbhmgq6mvsqj,banquets (hotel root),1,1,true
hotel,m2ooofx864jahbhmgq6mvsqj,attractions (listing page),1,1,true
hotel,m2ooofx864jahbhmgq6mvsqj,offers (hotel root),1,1,true
hotel,m2ooofx864jahbhmgq6mvsqj,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,woistsdi8ww9jdzupmvhz9ih,rooms (listing page),1,0,false
hotel,woistsdi8ww9jdzupmvhz9ih,rooms (hotel root),1,0,false
hotel,woistsdi8ww9jdzupmvhz9ih,dinings (listing page),1,1,true
hotel,woistsdi8ww9jdzupmvhz9ih,dinings (hotel root),1,0,false
hotel,woistsdi8ww9jdzupmvhz9ih,banquets (listing page),1,1,true
hotel,woistsdi8ww9jdzupmvhz9ih,banquets (hotel root),1,1,true
hotel,woistsdi8ww9jdzupmvhz9ih,attractions (listing page),1,1,true
hotel,woistsdi8ww9jdzupmvhz9ih,offers (hotel root),1,1,true
hotel,woistsdi8ww9jdzupmvhz9ih,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,bfykycaabzujxza1zakrdg69,rooms (listing page),7,0,false
hotel,bfykycaabzujxza1zakrdg69,rooms (hotel root),7,0,false
hotel,bfykycaabzujxza1zakrdg69,dinings (listing page),5,5,true
hotel,bfykycaabzujxza1zakrdg69,dinings (hotel root),5,0,false
hotel,bfykycaabzujxza1zakrdg69,attractions (listing page),3,3,true
hotel,bfykycaabzujxza1zakrdg69,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,rvqei2o7yte035qa7trmc9ec,rooms (listing page),2,0,false
hotel,rvqei2o7yte035qa7trmc9ec,rooms (hotel root),2,0,false
hotel,rvqei2o7yte035qa7trmc9ec,dinings (listing page),2,2,true
hotel,rvqei2o7yte035qa7trmc9ec,dinings (hotel root),2,0,false
hotel,rvqei2o7yte035qa7trmc9ec,banquets (listing page),4,4,true
hotel,rvqei2o7yte035qa7trmc9ec,banquets (hotel root),4,4,true
hotel,rvqei2o7yte035qa7trmc9ec,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,swfoozfri0jpabi3tmo1jtg4,rooms (listing page),5,0,false
hotel,swfoozfri0jpabi3tmo1jtg4,rooms (hotel root),5,0,false
hotel,swfoozfri0jpabi3tmo1jtg4,banquets (listing page),3,3,true
hotel,swfoozfri0jpabi3tmo1jtg4,banquets (hotel root),3,3,true
hotel,swfoozfri0jpabi3tmo1jtg4,offers (hotel root),1,1,true
hotel,swfoozfri0jpabi3tmo1jtg4,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,iq1dy64wt2sh24bzl2w3u1g7,rooms (listing page),3,0,false
hotel,iq1dy64wt2sh24bzl2w3u1g7,rooms (hotel root),3,0,false
hotel,iq1dy64wt2sh24bzl2w3u1g7,dinings (listing page),2,2,true
hotel,iq1dy64wt2sh24bzl2w3u1g7,dinings (hotel root),2,0,false
hotel,iq1dy64wt2sh24bzl2w3u1g7,banquets (listing page),1,1,true
hotel,iq1dy64wt2sh24bzl2w3u1g7,banquets (hotel root),1,1,true
hotel,iq1dy64wt2sh24bzl2w3u1g7,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,nsbwxjvi448rtb44p3znh35v,rooms (listing page),2,0,false
hotel,nsbwxjvi448rtb44p3znh35v,rooms (hotel root),2,0,false
hotel,nsbwxjvi448rtb44p3znh35v,banquets (listing page),3,3,true
hotel,nsbwxjvi448rtb44p3znh35v,banquets (hotel root),3,3,true
hotel,nsbwxjvi448rtb44p3znh35v,"hotel_galleries (gallery page, capped at 48)",39,40,true
hotel,vo48ogiq4ionzq2ceemyz2sy,rooms (listing page),4,0,false
hotel,vo48ogiq4ionzq2ceemyz2sy,rooms (hotel root),4,0,false
hotel,vo48ogiq4ionzq2ceemyz2sy,dinings (listing page),1,1,true
hotel,vo48ogiq4ionzq2ceemyz2sy,dinings (hotel root),1,0,false
hotel,vo48ogiq4ionzq2ceemyz2sy,banquets (listing page),2,2,true
hotel,vo48ogiq4ionzq2ceemyz2sy,banquets (hotel root),2,2,true
hotel,vo48ogiq4ionzq2ceemyz2sy,"hotel_galleries (gallery page, capped at 48)",37,38,true
hotel,cj46m70icy1hurkk7hgmiah2,rooms (listing page),4,0,false
hotel,cj46m70icy1hurkk7hgmiah2,rooms (hotel root),4,0,false
hotel,cj46m70icy1hurkk7hgmiah2,dinings (listing page),2,2,true
hotel,cj46m70icy1hurkk7hgmiah2,dinings (hotel root),2,0,false
hotel,cj46m70icy1hurkk7hgmiah2,banquets (listing page),4,4,true
hotel,cj46m70icy1hurkk7hgmiah2,banquets (hotel root),4,4,true
hotel,cj46m70icy1hurkk7hgmiah2,"hotel_galleries (gallery page, capped at 48)",28,29,true
hotel,pt954m6bhats2hzir541zmgi,rooms (listing page),3,0,false
hotel,pt954m6bhats2hzir541zmgi,rooms (hotel root),3,0,false
hotel,pt954m6bhats2hzir541zmgi,banquets (listing page),1,1,true
hotel,pt954m6bhats2hzir541zmgi,banquets (hotel root),1,1,true
hotel,pt954m6bhats2hzir541zmgi,"hotel_galleries (gallery page, capped at 48)",26,27,true
hotel,rogz5szgn13cvdmeevwa8jbo,rooms (listing page),3,0,false
hotel,rogz5szgn13cvdmeevwa8jbo,rooms (hotel root),3,0,false
hotel,rogz5szgn13cvdmeevwa8jbo,dinings (listing page),1,1,true
hotel,rogz5szgn13cvdmeevwa8jbo,dinings (hotel root),1,0,false
hotel,rogz5szgn13cvdmeevwa8jbo,banquets (listing page),1,1,true
hotel,rogz5szgn13cvdmeevwa8jbo,banquets (hotel root),1,1,true
hotel,rogz5szgn13cvdmeevwa8jbo,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,kpf4gals2yxkg9mvvb5esdwd,rooms (listing page),3,0,false
hotel,kpf4gals2yxkg9mvvb5esdwd,rooms (hotel root),3,0,false
hotel,kpf4gals2yxkg9mvvb5esdwd,dinings (listing page),3,3,true
hotel,kpf4gals2yxkg9mvvb5esdwd,dinings (hotel root),3,0,false
hotel,kpf4gals2yxkg9mvvb5esdwd,banquets (listing page),6,6,true
hotel,kpf4gals2yxkg9mvvb5esdwd,banquets (hotel root),6,6,true
hotel,kpf4gals2yxkg9mvvb5esdwd,attractions (listing page),1,1,true
hotel,kpf4gals2yxkg9mvvb5esdwd,"hotel_galleries (gallery page, capped at 48)",2,3,true
hotel,vew069pph0gharh0lgj6jfpc,rooms (listing page),6,0,false
